ID,falsto_name,globalid,year
65,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2016
66,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2017
67,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2018
68,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2019
69,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2020
70,Bad_Birnbach_2,003417A2-B31D-4DBA-B3C2-9D519E7FDAEC,2021
71,Beilngries_1,495BF42A-9017-4B00-AB6F-EC592D162700,2015
72,Beilngries_1,495BF42A-9017-4B00-AB6F-EC592D162700,2016
73,Beilngries_1,495BF42A-9017-4B00-AB6F-EC592D162700,2017
74,Beilngries_1,495BF42A-9017-4B00-AB6F-EC592D162700,2018
75,Beilngries_1,D123F18B-98C8-4298-AF57-6E8D78BE1ED9,2019
76,Beilngries_1,779B9DFB-1780-4FA1-9DD8-8C66CDAC5F37,2020
77,Beilngries_1,779B9DFB-1780-4FA1-9DD8-8C66CDAC5F37,2021
78,Beilngries_2,F9FB12E7-A68A-4481-87B8-7D360EDCF4B0,2015
79,Beilngries_2,F9FB12E7-A68A-4481-87B8-7D360EDCF4B0,2016
80,Beilngries_2,F9FB12E7-A68A-4481-87B8-7D360EDCF4B0,2017
81,Beilngries_2,F9FB12E7-A68A-4481-87B8-7D360EDCF4B0,2018
82,Beilngries_2,F8E7C51A-EF61-4FB4-8FC5-39EC34FD0AB7,2019
83,Beilngries_2,50F3B4EF-2AF8-45C5-B408-BAB421619ABC,2020
84,Beilngries_2,50F3B4EF-2AF8-45C5-B408-BAB421619ABC,2021
85,Blaichach_1,446B0238-4BA8-4F45-A650-E6883E0F9F7C,2015
86,Blaichach_1,446B0238-4BA8-4F45-A650-E6883E0F9F7C,2016
87,Blaichach_1,446B0238-4BA8-4F45-A650-E6883E0F9F7C,2017
88,Blaichach_1,446B0238-4BA8-4F45-A650-E6883E0F9F7C,2018
89,Blaichach_1,28B8BA3C-6D36-4E65-B813-883757F54A44,2019
90,Blaichach_1,223D1DF4-C0FF-4B5C-9567-80F4C2002A23,2020
91,Blaichach_1,223D1DF4-C0FF-4B5C-9567-80F4C2002A23,2021
92,Blaichach_2,B26BFE1E-E603-42B7-8D44-24D2FFD83701,2015
93,Blaichach_2,B26BFE1E-E603-42B7-8D44-24D2FFD83701,2016
94,Blaichach_2,B26BFE1E-E603-42B7-8D44-24D2FFD83701,2017
95,Blaichach_2,B26BFE1E-E603-42B7-8D44-24D2FFD83701,2018
96,Blaichach_2,B26BFE1E-E603-42B7-8D44-24D2FFD83701,2019
97,Blaichach_2,E81F11FE-86A4-4907-8635-1E899DB92B61,2020
98,Blaichach_2,E81F11FE-86A4-4907-8635-1E899DB92B61,2021
99,Bodenmais_1,B6F22ACC-3807-4E2C-90D0-C219E5AA3B97,2015
100,Bodenmais_1,B6F22ACC-3807-4E2C-90D0-C219E5AA3B97,2016
101,Bodenmais_1,B6F22ACC-3807-4E2C-90D0-C219E5AA3B97,2017
102,Bodenmais_1,B6F22ACC-3807-4E2C-90D0-C219E5AA3B97,2018
103,Bodenmais_1,B6F22ACC-3807-4E2C-90D0-C219E5AA3B97,2019
104,Bodenmais_1,677E6E24-C135-4927-BC0B-FBA3476A20E6,2020
105,Bodenmais_1,677E6E24-C135-4927-BC0B-FBA3476A20E6,2021
106,Bodenmais_2,2045113F-D407-4A39-8870-6F0564F03567,2015
107,Bodenmais_2,2045113F-D407-4A39-8870-6F0564F03567,2016
108,Bodenmais_2,2045113F-D407-4A39-8870-6F0564F03567,2017
109,Bodenmais_2,2045113F-D407-4A39-8870-6F0564F03567,2018
110,Bodenmais_2,2045113F-D407-4A39-8870-6F0564F03567,2019
111,Bodenmais_2,8D3CCDC1-C0A1-486C-9BBF-7140FD3A1316,2020
112,Bodenmais_2,8D3CCDC1-C0A1-486C-9BBF-7140FD3A1316,2021
113,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2015
114,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2016
115,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2017
116,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2018
117,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2019
118,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2020
119,Bundorfer_Forst_1,FA67E0E8-8FB2-4A38-BB5B-0FEC711904A5,2021
120,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2015
121,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2016
122,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2017
123,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2018
124,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2019
125,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2020
126,Bundorfer_Forst_2,06313834-CEEF-49CF-8B47-EC30CEBB5477,2021
127,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2015
128,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2016
129,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2017
130,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2018
131,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2019
132,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2020
133,Burglengenfeld_1,F88F45C7-B3F7-4FA3-B3EF-FF9EC22E1B58,2021
134,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2015
135,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2016
136,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2017
137,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2018
138,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2019
139,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2020
140,Burglengenfeld_2,376EFBF1-BF62-40CD-A8FD-519F9154BDC5,2021
141,Dürnbucher_Forst_1,74F3EDC7-525B-49A8-B82E-381651F818BB,2015
142,Dürnbucher_Forst_1,74F3EDC7-525B-49A8-B82E-381651F818BB,2016
143,Dürnbucher_Forst_1,74F3EDC7-525B-49A8-B82E-381651F818BB,2017
144,Dürnbucher_Forst_1,74F3EDC7-525B-49A8-B82E-381651F818BB,2018
145,Dürnbucher_Forst_1,74F3EDC7-525B-49A8-B82E-381651F818BB,2019
146,Dürnbucher_Forst_1,2B47D800-006D-4D08-AEE9-2CF89A009FEA,2020
147,Dürnbucher_Forst_1,2B47D800-006D-4D08-AEE9-2CF89A009FEA,2021
148,Dürnbucher_Forst_2,C814BA90-6F33-46F6-832D-E72D3B560985,2015
149,Dürnbucher_Forst_2,C814BA90-6F33-46F6-832D-E72D3B560985,2016
150,Dürnbucher_Forst_2,C814BA90-6F33-46F6-832D-E72D3B560985,2017
151,Dürnbucher_Forst_2,C814BA90-6F33-46F6-832D-E72D3B560985,2018
152,Dürnbucher_Forst_2,C814BA90-6F33-46F6-832D-E72D3B560985,2019
153,Dürnbucher_Forst_2,DE410D35-A44D-4313-803B-418ECD9E2734,2020
154,Dürnbucher_Forst_2,DE410D35-A44D-4313-803B-418ECD9E2734,2021
155,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2015
156,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2016
157,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2017
158,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2018
159,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2019
160,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2020
161,Ederheim_1,635C899C-EE2E-451A-B388-B9F18F0152DE,2021
162,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2015
163,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2016
164,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2017
165,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2018
166,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2019
167,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2020
168,Ederheim_2,67376B38-CE82-4657-B014-6AB106DE1782,2021
169,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2015
170,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2016
171,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2017
172,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2018
173,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2019
174,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2020
175,Eschenbach_i.d.OPf._1,FE168412-8843-430C-8F75-241E3D0733D8,2021
176,Eschenbach_i.d.OPf._2,A2F288E5-0FCA-40E0-803C-3040187FF50A,2015
177,Eschenbach_i.d.OPf._2,A2F288E5-0FCA-40E0-803C-3040187FF50A,2016
178,Eschenbach_i.d.OPf._2,A2F288E5-0FCA-40E0-803C-3040187FF50A,2017
179,Eschenbach_i.d.OPf._2,A2F288E5-0FCA-40E0-803C-3040187FF50A,2018
180,Eschenbach_i.d.OPf._2,7204332B-8441-41D8-98D3-92E4EDD1D0D6,2019
181,Eschenbach_i.d.OPf._2,7204332B-8441-41D8-98D3-92E4EDD1D0D6,2020
182,Eschenbach_i.d.OPf._2,7204332B-8441-41D8-98D3-92E4EDD1D0D6,2021
183,Falkenstein_1,82138B44-755A-49AE-B47C-6FE8CDD02932,2015
184,Falkenstein_1,0E5AAFC9-1D60-4279-9C00-2652D0475680,2016
185,Falkenstein_1,0E5AAFC9-1D60-4279-9C00-2652D0475680,2017
186,Falkenstein_1,0E5AAFC9-1D60-4279-9C00-2652D0475680,2018
187,Falkenstein_1,65D064C2-F793-457D-A174-1A7B65A3C2E4,2019
188,Falkenstein_1,54A83584-7553-4967-972D-AF1D40EEE11D,2020
189,Falkenstein_1,54A83584-7553-4967-972D-AF1D40EEE11D,2021
190,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2015
191,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2016
192,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2017
193,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2018
194,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2019
195,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2020
196,Falkenstein_2,662BE2F4-F74F-42FB-815F-22A0751D0797,2021
197,Forchheim_1,43D65FCA-03E8-451C-BCD2-08980DE1DDED,2015
198,Forchheim_1,43D65FCA-03E8-451C-BCD2-08980DE1DDED,2016
199,Forchheim_1,43D65FCA-03E8-451C-BCD2-08980DE1DDED,2017
200,Forchheim_1,43D65FCA-03E8-451C-BCD2-08980DE1DDED,2018
201,Forchheim_1,FB2E4202-0FF6-42C3-A34B-EA64AFD6ADE7,2019
202,Forchheim_1,487F8ACD-952A-47F6-B5D0-C2EE80CEE3F1,2020
203,Forchheim_1,487F8ACD-952A-47F6-B5D0-C2EE80CEE3F1,2021
204,Forchheim_2,5909C0D8-C285-4DED-8C1E-6575C1F8040E,2015
205,Forchheim_2,5909C0D8-C285-4DED-8C1E-6575C1F8040E,2016
206,Forchheim_2,5909C0D8-C285-4DED-8C1E-6575C1F8040E,2017
207,Forchheim_2,5909C0D8-C285-4DED-8C1E-6575C1F8040E,2018
208,Forchheim_2,137D1D43-536E-4C84-9F17-6CA5DDD67CF4,2019
209,Forchheim_2,99E47334-A025-475D-9CEF-593E0FA950AF,2020
210,Forchheim_2,99E47334-A025-475D-9CEF-593E0FA950AF,2021
211,Forst_Aura_1,084F503C-C200-48F9-AF0D-69BED44A76CC,2015
212,Forst_Aura_1,084F503C-C200-48F9-AF0D-69BED44A76CC,2016
213,Forst_Aura_1,084F503C-C200-48F9-AF0D-69BED44A76CC,2017
214,Forst_Aura_1,084F503C-C200-48F9-AF0D-69BED44A76CC,2018
215,Forst_Aura_1,73C6F7D5-959A-4993-899D-C0D8C58CD111,2019
216,Forst_Aura_1,6CBA473C-AABF-44FE-8A46-43EE62F86110,2020
217,Forst_Aura_1,6CBA473C-AABF-44FE-8A46-43EE62F86110,2021
218,Forst_Aura_2,F65C1F6A-876D-4317-9070-805AF55878C5,2015
219,Forst_Aura_2,F65C1F6A-876D-4317-9070-805AF55878C5,2016
220,Forst_Aura_2,F65C1F6A-876D-4317-9070-805AF55878C5,2017
221,Forst_Aura_2,F65C1F6A-876D-4317-9070-805AF55878C5,2018
222,Forst_Aura_2,F65C1F6A-876D-4317-9070-805AF55878C5,2019
223,Forst_Aura_2,20F5A59D-ACE9-49F6-B569-985EA3CAAABE,2020
224,Forst_Aura_2,20F5A59D-ACE9-49F6-B569-985EA3CAAABE,2021
225,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2015
226,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2016
227,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2017
228,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2018
229,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2019
230,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2020
231,Friedberg_1,8BA51165-033B-4DE1-A0ED-088FEBA7E464,2021
232,Friedberg_2,192A0841-4A38-42F0-B2D6-5017CD0D5E41,2015
233,Friedberg_2,192A0841-4A38-42F0-B2D6-5017CD0D5E41,2016
234,Friedberg_2,192A0841-4A38-42F0-B2D6-5017CD0D5E41,2017
235,Friedberg_2,192A0841-4A38-42F0-B2D6-5017CD0D5E41,2018
236,Friedberg_2,8041C2CF-95D2-4A3A-81B1-CB155F8CA3E5,2019
237,Friedberg_2,8041C2CF-95D2-4A3A-81B1-CB155F8CA3E5,2020
238,Friedberg_2,8041C2CF-95D2-4A3A-81B1-CB155F8CA3E5,2021
239,Gaimersheim_1,43985854-D984-4588-9663-7F82BF98FB20,2015
240,Gaimersheim_1,43985854-D984-4588-9663-7F82BF98FB20,2016
241,Gaimersheim_1,43985854-D984-4588-9663-7F82BF98FB20,2017
242,Gaimersheim_1,43985854-D984-4588-9663-7F82BF98FB20,2018
243,Gaimersheim_1,24B8B29D-3BBC-402C-A706-534CB2825822,2019
244,Gaimersheim_1,D25377E1-B43C-4C88-996C-83CCACF6F724,2020
245,Gaimersheim_1,D25377E1-B43C-4C88-996C-83CCACF6F724,2021
246,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2015
247,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2016
248,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2017
249,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2018
250,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2019
251,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2020
252,Gaimersheim_2,0FA964AA-78A0-4C17-829E-B16A9E7466F7,2021
253,Gangkofen_1,E23DBD8B-53FD-40D1-B907-4ED031A60136,2015
254,Gangkofen_1,E23DBD8B-53FD-40D1-B907-4ED031A60136,2016
255,Gangkofen_1,E23DBD8B-53FD-40D1-B907-4ED031A60136,2017
256,Gangkofen_1,E23DBD8B-53FD-40D1-B907-4ED031A60136,2018
257,Gangkofen_1,D916DB61-3DBB-48D5-8DC6-77763A0E49F8,2019
258,Gangkofen_1,8074F572-AF14-465D-ACD8-95F1CF943736,2020
259,Gangkofen_1,8074F572-AF14-465D-ACD8-95F1CF943736,2021
260,Gangkofen_2,3EC3B82E-8359-47D5-9E25-471DE274FA61,2015
261,Gangkofen_2,3EC3B82E-8359-47D5-9E25-471DE274FA61,2016
262,Gangkofen_2,3EC3B82E-8359-47D5-9E25-471DE274FA61,2017
263,Gangkofen_2,3EC3B82E-8359-47D5-9E25-471DE274FA61,2018
264,Gangkofen_2,3EC3B82E-8359-47D5-9E25-471DE274FA61,2019
265,Gangkofen_2,8D1AE7B3-D501-436B-8C8F-E909057FA96E,2020
266,Gangkofen_2,8D1AE7B3-D501-436B-8C8F-E909057FA96E,2021
267,Gauting_1,820BB15F-CB94-4B05-BACC-211CF240FFFF,2015
268,Gauting_1,820BB15F-CB94-4B05-BACC-211CF240FFFF,2016
269,Gauting_1,820BB15F-CB94-4B05-BACC-211CF240FFFF,2017
270,Gauting_1,820BB15F-CB94-4B05-BACC-211CF240FFFF,2018
271,Gauting_1,820BB15F-CB94-4B05-BACC-211CF240FFFF,2019
272,Gauting_1,981D27A2-856D-46D4-8AE9-40308132286A,2020
273,Gauting_1,981D27A2-856D-46D4-8AE9-40308132286A,2021
274,Gauting_2,0A15799F-B41C-4A7E-80F2-911FA38DE64F,2015
275,Gauting_2,0A15799F-B41C-4A7E-80F2-911FA38DE64F,2016
276,Gauting_2,0A15799F-B41C-4A7E-80F2-911FA38DE64F,2017
277,Gauting_2,0A15799F-B41C-4A7E-80F2-911FA38DE64F,2018
278,Gauting_2,0A15799F-B41C-4A7E-80F2-911FA38DE64F,2019
279,Gauting_2,23952D91-81C8-4B15-9A23-4759BEBC4651,2020
280,Gauting_2,23952D91-81C8-4B15-9A23-4759BEBC4651,2021
281,Geiersnest-Ost_1,A7B308CE-5FDB-475E-BB1A-3BA499750552,2015
282,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2016
283,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2017
284,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2018
285,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2019
286,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2020
287,Geiersnest-Ost_1,67BDDBDC-867D-4B67-9DFA-D6C4098A298A,2021
288,Geiersnest-Ost_2,78AD63C7-388B-47F4-B000-7126DCDAA468,2015
289,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2016
290,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2017
291,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2018
292,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2019
293,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2020
294,Geiersnest-Ost_2,1F27A981-25A8-48B2-8F8B-2B571A74480B,2021
295,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2015
296,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2016
297,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2017
298,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2018
299,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2019
300,Geisenhausen_1,B386CC86-5F89-4AC5-8D2B-A5F8543AB2EC,2020
