falsto_name,year,scale,spei
Bad_Wörishofen_1,2019,1,0.989993920591596
Bad_Wörishofen_1,2019,12,1.47929170583318
Bad_Wörishofen_1,2020,1,0.521194510595992
Bad_Wörishofen_1,2020,12,1.73963316416148
Bad_Wörishofen_1,2021,1,0.152714383406316
Bad_Wörishofen_1,2021,12,1.29610875905516
Bad_Wörishofen_2,2015,1,0.119233774572972
Bad_Wörishofen_2,2015,12,-0.564581489718014
Bad_Wörishofen_2,2016,1,0.794349230452592
Bad_Wörishofen_2,2016,12,1.32924270410039
Bad_Wörishofen_2,2017,1,-0.0943054227630768
Bad_Wörishofen_2,2017,12,0.510867779253929
Bad_Wörishofen_2,2018,1,0.151771688838523
Bad_Wörishofen_2,2018,12,-0.223140819451738
Bad_Wörishofen_2,2019,1,0.9874688937861
Bad_Wörishofen_2,2019,12,1.47448031477191
Bad_Wörishofen_2,2020,1,0.504054763694293
Bad_Wörishofen_2,2020,12,1.74949656095925
Bad_Wörishofen_2,2021,1,0.140858894854568
Bad_Wörishofen_2,2021,12,1.26962672709783
Bayerisch_Eisenstein_A_1,2015,1,0.347344864484603
Bayerisch_Eisenstein_A_1,2015,12,0.458001524461281
Bayerisch_Eisenstein_A_1,2016,1,0.468342135245446
Bayerisch_Eisenstein_A_1,2016,12,0.983216350251364
Bayerisch_Eisenstein_A_1,2017,1,0.248993140890222
Bayerisch_Eisenstein_A_1,2017,12,0.700007615217964
Bayerisch_Eisenstein_A_1,2018,1,0.341449921961998
Bayerisch_Eisenstein_A_1,2018,12,0.484919344922532
Bayerisch_Eisenstein_A_1,2019,1,1.40693786352641
Bayerisch_Eisenstein_A_1,2019,12,1.88629616768642
Bayerisch_Eisenstein_A_1,2020,1,0.985219556178533
Bayerisch_Eisenstein_A_1,2020,12,1.63790008254538
Bayerisch_Eisenstein_A_1,2021,1,0.772471385829506
Bayerisch_Eisenstein_A_1,2021,12,1.62533440561853
Bayerisch_Eisenstein_B_1,2015,1,0.326312183319799
Bayerisch_Eisenstein_B_1,2015,12,0.459079459367544
Bayerisch_Eisenstein_B_1,2016,1,0.526359324198155
Bayerisch_Eisenstein_B_1,2016,12,0.974768570477778
Bayerisch_Eisenstein_B_1,2017,1,0.303015871992746
Bayerisch_Eisenstein_B_1,2017,12,0.788617517193451
Bayerisch_Eisenstein_B_1,2018,1,0.353398745603597
Bayerisch_Eisenstein_B_1,2018,12,0.484148525354226
Bayerisch_Eisenstein_B_1,2019,1,1.35069027606293
Bayerisch_Eisenstein_B_1,2019,12,1.76297202563573
Bayerisch_Eisenstein_B_1,2020,1,1.04235392426293
Bayerisch_Eisenstein_B_1,2020,12,1.64307593296088
Bayerisch_Eisenstein_B_1,2021,1,0.801009645913307
Bayerisch_Eisenstein_B_1,2021,12,1.63062692707582
Bayerisch_Eisenstein_C_1,2015,1,0.265623465112011
Bayerisch_Eisenstein_C_1,2015,12,0.451528200454664
Bayerisch_Eisenstein_C_1,2016,1,0.490191510314088
Bayerisch_Eisenstein_C_1,2016,12,0.952262049839121
Bayerisch_Eisenstein_C_1,2017,1,0.283004139205152
Bayerisch_Eisenstein_C_1,2017,12,0.789860221815186
Bayerisch_Eisenstein_C_1,2018,1,0.249799239857876
Bayerisch_Eisenstein_C_1,2018,12,0.440184501785776
Bayerisch_Eisenstein_C_1,2019,1,1.30671877540469
Bayerisch_Eisenstein_C_1,2019,12,1.73510507401676
Bayerisch_Eisenstein_C_1,2020,1,1.00941732657957
Bayerisch_Eisenstein_C_1,2020,12,1.64399578356193
Bayerisch_Eisenstein_C_1,2021,1,0.709492097794488
Bayerisch_Eisenstein_C_1,2021,12,1.64140246974265
Beilngries_1,2015,1,0.454459600280621
Beilngries_1,2015,12,0.0665036684811608
Beilngries_1,2016,1,0.672031571633957
Beilngries_1,2016,12,1.06020843645203
Beilngries_1,2017,1,0.360722054461073
Beilngries_1,2017,12,1.04118236491045
Beilngries_1,2018,1,0.431239218887451
Beilngries_1,2018,12,0.490269036266571
Beilngries_1,2019,1,1.2940897078666
Beilngries_1,2019,12,1.62640089465849
Beilngries_1,2020,1,0.925038378892045
Beilngries_1,2020,12,1.63082567377165
Beilngries_1,2021,1,0.540331650402153
Beilngries_1,2021,12,1.43324393871994
Beilngries_2,2015,1,0.470181548884956
Beilngries_2,2015,12,0.071694764544922
Beilngries_2,2016,1,0.667744640935293
Beilngries_2,2016,12,1.06004713802778
Beilngries_2,2017,1,0.363369562183461
Beilngries_2,2017,12,1.02487314016896
Beilngries_2,2018,1,0.44113546036311
Beilngries_2,2018,12,0.502374655826867
Beilngries_2,2019,1,1.29101400933081
Beilngries_2,2019,12,1.61354027790811
Beilngries_2,2020,1,0.92182771697947
Beilngries_2,2020,12,1.60485497307963
Beilngries_2,2021,1,0.553505528706511
Beilngries_2,2021,12,1.42502544016914
Berg_1,2015,1,0.486119201578189
Berg_1,2015,12,0.183930211818455
Berg_1,2016,1,0.66160441614057
Berg_1,2016,12,0.98590984434506
Berg_1,2017,1,0.454777565445781
Berg_1,2017,12,0.995385750648029
Berg_1,2018,1,0.480621417234969
Berg_1,2018,12,0.682764926270812
Berg_1,2019,1,1.27726155386646
Berg_1,2019,12,1.63202548007042
Berg_1,2020,1,0.938657304332405
Berg_1,2020,12,1.6057209239809
Berg_1,2021,1,0.647357949164842
Berg_1,2021,12,1.53884533550699
Berg_2,2015,1,0.486119201578189
Berg_2,2015,12,0.183930211818455
Berg_2,2016,1,0.66160441614057
Berg_2,2016,12,0.98590984434506
Berg_2,2017,1,0.454777565445781
Berg_2,2017,12,0.995385750648029
Berg_2,2018,1,0.480621417234969
Berg_2,2018,12,0.682764926270812
Berg_2,2019,1,1.27726155386646
Berg_2,2019,12,1.63202548007042
Berg_2,2020,1,0.938657304332405
Berg_2,2020,12,1.6057209239809
Berg_2,2021,1,0.647357949164842
Berg_2,2021,12,1.53884533550699
Blaichach_1,2015,1,-0.174714124421361
Blaichach_1,2015,12,-0.992971327770994
Blaichach_1,2016,1,0.380957659196629
Blaichach_1,2016,12,0.717049701155522
Blaichach_1,2017,1,-0.155896609519469
Blaichach_1,2017,12,-0.0950431476725284
Blaichach_1,2018,1,-0.108239459298941
Blaichach_1,2018,12,-0.787171847332361
Blaichach_1,2019,1,0.734401876125515
Blaichach_1,2019,12,1.19385480875612
Blaichach_1,2020,1,0.0642772727926949
Blaichach_1,2020,12,1.12503477218012
Blaichach_1,2021,1,0.249358692318505
Blaichach_1,2021,12,1.21465351597244
Blaichach_2,2015,1,-0.152350197775929
Blaichach_2,2015,12,-0.908076724241481
Blaichach_2,2016,1,0.415172828597786
Blaichach_2,2016,12,0.772547311630658
Blaichach_2,2017,1,-0.128458664516343
Blaichach_2,2017,12,0.00533313144418076
Blaichach_2,2018,1,-0.0744168231328875
Blaichach_2,2018,12,-0.696000665833097
Blaichach_2,2019,1,0.751622189627711
Blaichach_2,2019,12,1.23301614190335
Blaichach_2,2020,1,0.103380241119406
Blaichach_2,2020,12,1.18855078402193
Blaichach_2,2021,1,0.28298666426629
Blaichach_2,2021,12,1.27045489752171
Bodenmais_1,2015,1,0.221015969608747
Bodenmais_1,2015,12,0.375691204870003
Bodenmais_1,2016,1,0.570470410704085
Bodenmais_1,2016,12,1.01901893103173
Bodenmais_1,2017,1,0.259000379976941
Bodenmais_1,2017,12,0.789947069841523
Bodenmais_1,2018,1,0.257577615965361
Bodenmais_1,2018,12,0.264888012874355
Bodenmais_1,2019,1,1.22158665667211
Bodenmais_1,2019,12,1.75630496817265
Bodenmais_1,2020,1,0.943135114408723
Bodenmais_1,2020,12,1.5888554002395
Bodenmais_1,2021,1,0.672671011025054
Bodenmais_1,2021,12,1.64736234537304
Bodenmais_2,2015,1,0.20961709511818
Bodenmais_2,2015,12,0.370350690429296
Bodenmais_2,2016,1,0.541572599579583
Bodenmais_2,2016,12,0.991157475251636
Bodenmais_2,2017,1,0.270610567145638
Bodenmais_2,2017,12,0.802949021956617
Bodenmais_2,2018,1,0.221681156296857
Bodenmais_2,2018,12,0.264770371790078
Bodenmais_2,2019,1,1.20229758007053
Bodenmais_2,2019,12,1.73714099927017
Bodenmais_2,2020,1,0.923845147458785
Bodenmais_2,2020,12,1.60365136156752
Bodenmais_2,2021,1,0.614351253970368
Bodenmais_2,2021,12,1.62426051891132
Bruckberg_1,2015,1,0.566395405699464
Bruckberg_1,2015,12,0.0931011790324964
Bruckberg_1,2016,1,0.847306527296951
Bruckberg_1,2016,12,1.2981338374976
Bruckberg_1,2017,1,0.311833180607653
Bruckberg_1,2017,12,1.00366078329988
Bruckberg_1,2018,1,0.590150026170598
Bruckberg_1,2018,12,0.578683498436757
Bruckberg_1,2019,1,1.4310853139281
Bruckberg_1,2019,12,1.63470413705879
Bruckberg_1,2020,1,1.00068335151321
Bruckberg_1,2020,12,1.6435378128108
Bruckberg_1,2021,1,0.558864971092361
Bruckberg_1,2021,12,1.34921374450174
Bruckberg_2,2015,1,0.558155855594453
Bruckberg_2,2015,12,0.104079682164519
Bruckberg_2,2016,1,0.862661446570273
Bruckberg_2,2016,12,1.32185905765723
Bruckberg_2,2017,1,0.302673643683156
Bruckberg_2,2017,12,1.00391945245024
Bruckberg_2,2018,1,0.57238354510344
Bruckberg_2,2018,12,0.562750936512288
Bruckberg_2,2019,1,1.42003670665597
Bruckberg_2,2019,12,1.63734477170996
Bruckberg_2,2020,1,0.99352468646025
Bruckberg_2,2020,12,1.64604966570842
Bruckberg_2,2021,1,0.537411158827108
Bruckberg_2,2021,12,1.34506160066386
Brunnthal_1,2015,1,0.133057865408365
Brunnthal_1,2015,12,-0.667138539014912
Brunnthal_1,2016,1,0.747512504031613
Brunnthal_1,2016,12,1.31932461043274
Brunnthal_1,2017,1,-0.231589768581165
Brunnthal_1,2017,12,0.287429075035778
Brunnthal_1,2018,1,0.115724857420315
Brunnthal_1,2018,12,-0.767540516254018
