year,ID,sm,vpd,tmp,sm_z,vpd_z,tmp_z,falsto_name
1980,1,1.53980631340287,0.325996294772284,282.645832485713,0.864613849784858,-1.46947478659988,-2.18492429975037,Anzinger_Forst_1
1980,2,1.53980631340287,0.325996294772284,282.645832485713,0.864613849784858,-1.46947478659988,-2.18492429975037,Anzinger_Forst_2
1980,3,1.54428267533151,0.368046895106763,283.177548692909,0.996130237447622,-1.17128355604184,-2.11748081572681,Auerbach_1
1980,4,1.54428267533151,0.368046895106763,283.177548692909,0.996130237447622,-1.17128355604184,-2.11748081572681,Auerbach_2
1980,5,1.26998895383166,0.355902367527786,282.937134261498,0.767059348605863,-1.14999355624776,-1.90651148562583,Auerbach_i.d.OPf._1
1980,6,1.26998895383166,0.355902367527786,282.937134261498,0.767059348605863,-1.14999355624776,-1.90651148562583,Auerbach_i.d.OPf._2
1980,7,1.56598039241655,0.259844667289966,281.938159149977,1.086611151538,-1.66623907775524,-2.2973241660946,Aying_1
1980,8,1.56598039241655,0.259844667289966,281.938159149977,1.086611151538,-1.66623907775524,-2.2973241660946,Aying_2
1980,9,1.52733129073953,0.393915355417532,283.735273987229,0.850009372756557,-1.31446866118488,-2.16714397010628,Bad_Birnbach_1
1980,10,1.52275176210758,0.401041249882165,283.648652418809,0.846492324517384,-1.26742860763771,-2.14080606503879,Bad_Birnbach_2
1980,11,1.50499724755813,0.37130651582293,283.35893380485,1.02770389080923,-1.26447717868575,-2.00085673397975,Beilngries_1
1980,12,1.50499724755813,0.37130651582293,283.35893380485,1.02770389080923,-1.26447717868575,-2.00085673397975,Beilngries_2
1980,13,1.64109834556705,0.1650957645233,278.833578811321,0.8156598750517,-1.98262865777836,-2.28366964129075,Blaichach_1
1980,14,1.64109834556705,0.1650957645233,278.833578811321,0.8156598750517,-1.98262865777836,-2.28366964129075,Blaichach_2
1980,15,1.57536249340879,0.27113809371552,281.150423059095,1.30897602683077,-1.50237694021405,-2.22435048704876,Bodenmais_1
1980,16,1.57536249340879,0.27113809371552,281.150423059095,1.30897602683077,-1.50237694021405,-2.22435048704876,Bodenmais_2
1980,17,1.63319941200393,0.378374308969123,283.545068402264,0.553746391910623,-1.00424190597924,-1.67857195003342,Bundorfer_Forst_1
1980,18,1.63319941200393,0.378374308969123,283.545068402264,0.553746391910623,-1.00424190597924,-1.67857195003342,Bundorfer_Forst_2
1980,19,1.4628421865582,0.391205477963917,283.62965447691,0.739425984491955,-1.12306312803871,-1.99869263385164,Burglengenfeld_1
1980,20,1.4628421865582,0.391205477963917,283.62965447691,0.739425984491955,-1.12306312803871,-1.99869263385164,Burglengenfeld_2
1980,21,1.49284014897018,0.397835442038701,283.687552966507,0.904679694044859,-1.26160946888125,-2.02680382427468,Dürnbucher_Forst_1
1980,22,1.49284014897018,0.397835442038701,283.687552966507,0.904679694044859,-1.26160946888125,-2.02680382427468,Dürnbucher_Forst_2
1980,23,1.88714083780515,0.334909152366596,282.920624145323,1.08069612454748,-1.32974105313869,-1.91666549877582,Ederheim_1
1980,24,1.88714083780515,0.334909152366596,282.920624145323,1.08069612454748,-1.32974105313869,-1.91666549877582,Ederheim_2
1980,25,0.988535523490406,0.349351504173012,282.811159813429,0.406377548115802,-1.11137241726069,-1.93452076670606,Eschenbach_i.d.OPf._1
1980,26,0.988535523490406,0.349351504173012,282.811159813429,0.406377548115802,-1.11137241726069,-1.93452076670606,Eschenbach_i.d.OPf._2
1980,27,1.55781144676565,0.362737995749209,282.890770236625,0.972087511419004,-1.22964170812826,-2.06126548572858,Falkenstein_1
1980,28,1.55781144676565,0.362737995749209,282.890770236625,0.972087511419004,-1.22964170812826,-2.06126548572858,Falkenstein_2
1980,29,0.958435107568037,0.390960279702521,283.938823364718,0.623250990776134,-1.04813088131469,-1.78182621631958,Forchheim_1
1980,30,0.958435107568037,0.390960279702521,283.938823364718,0.623250990776134,-1.04813088131469,-1.78182621631958,Forchheim_2
1980,31,1.40411833865374,0.356124872645311,283.336769539301,0.297927971536665,-0.920698700642089,-1.63046832527106,Forst_Aura_1
1980,32,1.40411833865374,0.356124872645311,283.336769539301,0.297927971536665,-0.920698700642089,-1.63046832527106,Forst_Aura_2
1980,33,1.53000452442317,0.358292190912017,283.329984560051,0.972682612497492,-1.31700519227833,-2.02654796901849,Friedberg_1
1980,34,1.53000452442317,0.358292190912017,283.329984560051,0.972682612497492,-1.31700519227833,-2.02654796901849,Friedberg_2
1980,35,1.48591888266143,0.389347313009664,283.838179505848,0.897573155123261,-1.2105641771846,-1.96910054836075,Gaimersheim_1
1980,36,1.48591888266143,0.389347313009664,283.838179505848,0.897573155123261,-1.2105641771846,-1.96910054836075,Gaimersheim_2
1980,37,1.54647347782526,0.38886298991576,283.830037530749,0.885145261149495,-1.36423863724865,-2.17263686469532,Gangkofen_1
1980,38,1.54217316037526,0.393280454875796,283.915302103319,0.8466783317974,-1.34384872776791,-2.16774862559323,Gangkofen_2
1980,39,1.55066818800703,0.31202850991328,282.466935199498,0.977539617664183,-1.48118706188358,-2.16186023257175,Gauting_1
1980,40,1.54594906868595,0.310597644504686,282.494979780397,0.96281153070249,-1.46129637483081,-2.16758364801236,Gauting_2
1980,41,1.41731432654626,0.355668964027936,283.486943746693,0.414094368070794,-0.968865035435256,-1.65613079690259,Geiersnest-Ost_1
1980,42,1.41731432654626,0.355668964027936,283.486943746693,0.414094368070794,-0.968865035435256,-1.65613079690259,Geiersnest-Ost_2
